"ZIPCODE","state","Total.population","TRI"
85348,"AZ",0.2924,5.0708076048
85357,"AZ",0.0716,8.8929469268
85371,"AZ",0.0563,5.7695316592
85003,"AZ",0.9262,0.2903325123
85004,"AZ",0.4649,0.2968397291
85006,"AZ",2.6473,0.2999106079
85007,"AZ",1.4114,0.3293511066
85008,"AZ",5.582,1.5479535398
85009,"AZ",4.7667,0.3461941864
85012,"AZ",0.6446,0.4386892178
85013,"AZ",2.0479,0.3899691358
85014,"AZ",2.4979,0.5499441964
85015,"AZ",3.9719,0.3823735955
85016,"AZ",3.3432,4.7384860051
85017,"AZ",4.0333,0.3896992819
85018,"AZ",3.7454,6.3153148457
85019,"AZ",2.5866,0.4027777778
85020,"AZ",3.2675,5.6253912363
85021,"AZ",3.7018,1.2386912983
85022,"AZ",4.8071,3.5338606031
85023,"AZ",3.1486,1.8740372272
85024,"AZ",2.3699,3.1112186882
85027,"AZ",3.6244,1.2411966091
85028,"AZ",1.8541,6.6378145387
85029,"AZ",4.4241,6.0665380906
85031,"AZ",2.798,0.4012629162
85032,"AZ",7.1347,0.8784124907
85033,"AZ",5.8799,0.3547904192
85034,"AZ",0.4586,0.5176446451
85035,"AZ",5.4668,0.3506745707
85037,"AZ",4.7465,0.2989845538
85040,"AZ",3.0312,0.4767507958
85041,"AZ",5.8191,1.2186767292
85042,"AZ",4.1677,6.0306596469
85043,"AZ",3.1724,0.3204204022
85044,"AZ",3.8538,8.601955755
85045,"AZ",0.742,7.6497762148
85048,"AZ",3.4698,12.2472819664
85050,"AZ",2.949,1.0501579779
85051,"AZ",4.3022,0.4299298375
85053,"AZ",2.8366,0.5001134301
85054,"AZ",0.5884,1.3591025641
85085,"AZ",1.856,4.9557022319
85086,"AZ",4.2749,3.9554102259
85087,"AZ",0.7551,8.4022476609
85201,"AZ",4.7815,0.5341607565
85202,"AZ",3.6024,0.1926588751
85203,"AZ",3.3935,0.4559073265
85204,"AZ",6.2767,0.2768397764
85205,"AZ",4.1891,0.7874407583
85206,"AZ",3.2887,0.5806790123
85207,"AZ",4.7142,3.5586076341
85208,"AZ",3.6742,0.8158303156
85209,"AZ",4.1525,0.7092638544
85210,"AZ",3.8908,0.2138480392
85212,"AZ",2.4685,0.4525052882
85213,"AZ",3.3621,0.6804819277
85215,"AZ",1.5594,13.5849827293
85224,"AZ",4.4606,0.1468103883
85225,"AZ",7.23,0.162668734
85226,"AZ",3.8543,0.4370729589
85233,"AZ",3.8015,0.1647129187
85234,"AZ",5.1823,0.3166569428
85248,"AZ",3.0253,0.178026235
85249,"AZ",3.9598,0.2715430017
85250,"AZ",1.685,0.4796426835
85251,"AZ",3.755,0.573757764
85253,"AZ",1.7166,6.1573894492
85254,"AZ",4.523,0.7228187352
85255,"AZ",3.8082,7.778326362
85256,"AZ",0.4932,0.6013583219
85257,"AZ",2.8684,0.6388598326
85258,"AZ",2.2471,0.5200998424
85259,"AZ",2.2265,13.4674502712
85260,"AZ",3.6755,0.9797243467
85262,"AZ",1.099,8.6014174221
85263,"AZ",0.2324,20.2251547327
85264,"AZ",0.1123,12.5384877604
85266,"AZ",1.0646,2.4271
85268,"AZ",2.3214,8.0311161218
85281,"AZ",5.7507,0.9569174757
85282,"AZ",5.193,0.4082363939
85283,"AZ",4.6117,0.4252476538
85284,"AZ",1.7315,0.3125745823
85296,"AZ",4.1553,0.2364685458
85297,"AZ",2.9228,0.2859596631
85301,"AZ",6.306,0.3653605408
85302,"AZ",3.8334,0.4015378845
85303,"AZ",3.0754,0.3615541543
85304,"AZ",2.6479,0.4321428571
85305,"AZ",1.1545,0.3657644477
85306,"AZ",2.4385,0.4611344538
85307,"AZ",0.7556,0.5874861573
85308,"AZ",6.3662,1.7431461272
85309,"AZ",0.0806,0.4204697987
85310,"AZ",1.926,3.9148185484
85320,"AZ",0.1157,5.8628179544
85322,"AZ",0.0612,7.0490964964
85323,"AZ",3.9385,0.8076442668
85326,"AZ",5.3868,2.740634443
85331,"AZ",2.7396,15.157227733
85335,"AZ",3.26,0.4905063291
85337,"AZ",0.2948,3.7325797807
85338,"AZ",4.6583,2.8489933413
85339,"AZ",3.9137,6.3743630853
85340,"AZ",2.8747,0.8548696319
85342,"AZ",0.1351,12.6099873406
85343,"AZ",0.009,0.5746497373
85345,"AZ",5.8852,0.4768353528
85351,"AZ",2.8771,0.478459253
85353,"AZ",3.392,0.3619579219
85354,"AZ",0.5772,2.5900973393
85355,"AZ",0.9649,2.2198236146
85361,"AZ",0.5984,1.460061977
85363,"AZ",0.6418,1.2727920228
85373,"AZ",1.877,1.0705335489
85374,"AZ",4.6507,0.5505593804
85375,"AZ",2.7545,0.6448698509
85377,"AZ",0.3048,8.332941989
85379,"AZ",4.2544,0.4606481481
85381,"AZ",2.61,0.4547189452
85382,"AZ",4.0792,0.525997151
85383,"AZ",3.9552,6.3002619671
85387,"AZ",1.0665,1.1538151759
85388,"AZ",2.4065,0.6586910626
85390,"AZ",0.8959,6.1354852296
85396,"AZ",1.3506,3.342727196
85360,"AZ",0.0209,13.3457172463
86021,"AZ",0.6131,5.1404231534
86401,"AZ",2.601,11.8528540394
86403,"AZ",1.5839,1.7390024364
86404,"AZ",1.5969,8.9222032322
86406,"AZ",2.4485,9.704442075
86409,"AZ",2.5705,7.2616496968
86411,"AZ",0.02,11.6733555796
86413,"AZ",1.4571,9.0681638605
86426,"AZ",1.3573,1.848888056
86429,"AZ",0.7106,7.5599537037
86431,"AZ",0.0244,11.8285303162
86432,"AZ",0.3636,16.0877156534
86433,"AZ",0.0126,14.3637445391
86434,"AZ",0.135,19.3827655296
86436,"AZ",0.1829,4.4321220037
86437,"AZ",0.0077,12.5570421841
86438,"AZ",0.0901,10.2501511054
86440,"AZ",0.6781,2.331943394
86441,"AZ",0.2488,10.2878833042
86442,"AZ",3.3108,3.9620818064
86444,"AZ",0.0703,13.8149404658
86445,"AZ",0.0379,9.5996227499
85901,"AZ",1.6856,3.8808765591
85911,"AZ",0.1914,15.9801592486
85912,"AZ",0.0131,4.2918697386
85923,"AZ",0.0791,6.1415158537
85926,"AZ",0.0247,12.0282907992
85928,"AZ",0.1164,4.2532736558
85929,"AZ",0.772,4.6636144989
85933,"AZ",0.2825,5.1274949975
85934,"AZ",0.0606,5.7901104733
85935,"AZ",0.5216,4.5655108966
85937,"AZ",0.75,2.5415315228
85939,"AZ",0.4442,3.3233331965
85941,"AZ",1.0991,14.8005219571
85942,"AZ",0.0037,2.4332608874
86025,"AZ",0.5748,2.1029429937
86029,"AZ",0.0256,2.766853295
86030,"AZ",0.183,4.1908722935
86031,"AZ",0.2027,4.5171945563
86032,"AZ",0.128,2.9218700341
86033,"AZ",0.7573,10.5066615564
86034,"AZ",0.1963,4.8392339261
86039,"AZ",0.1358,4.6951984018
86042,"AZ",0.2069,4.3508353031
86043,"AZ",0.208,4.5552357041
86047,"AZ",1.542,3.1717132976
86054,"AZ",0.18,10.1032818223
86510,"AZ",0.5035,8.4786156799
86520,"AZ",0.2002,8.8373704534
85321,"AZ",0.4854,6.5752189792
85341,"AZ",0.0028,2.2265625
85601,"AZ",0.0635,8.2616907537
85614,"AZ",2.2245,6.7666308638
85619,"AZ",0.0141,29.3076384873
85622,"AZ",0.6659,5.7951810152
85629,"AZ",2.4359,6.18078134
85633,"AZ",0.0055,6.1504007219
85634,"AZ",0.6332,3.9570134053
85641,"AZ",2.3193,12.6602099198
85653,"AZ",1.3827,3.225556324
85654,"AZ",0.0366,0.3068181818
85701,"AZ",0.5047,1.1206070288
85704,"AZ",3.0417,2.3435524236
85705,"AZ",5.4795,0.8255513439
85706,"AZ",5.6962,0.8480704384
85707,"AZ",0.043,0.7951277955
85708,"AZ",0.42,0.7463235294
85710,"AZ",5.5808,1.5029160187
85711,"AZ",4.0315,0.9171324762
85712,"AZ",3.3758,0.8531121751
85713,"AZ",4.8865,7.2100319744
85714,"AZ",1.4107,1.0164353543
85715,"AZ",1.8884,1.2419014085
85716,"AZ",3.2716,0.8836235767
85718,"AZ",2.701,20.1530982508
85719,"AZ",4.414,0.9086647727
85730,"AZ",3.9494,8.668733415
85735,"AZ",1.1723,6.0677848525
85736,"AZ",0.4829,6.3071513471
85737,"AZ",2.1872,6.6477582846
85739,"AZ",1.7224,4.6489240474
85741,"AZ",3.5014,1.8067183164
85742,"AZ",2.5669,2.025806583
85743,"AZ",2.9164,3.3136249144
85745,"AZ",3.8575,10.8328527993
85746,"AZ",4.2715,3.542633036
85747,"AZ",2.3952,1.8375639591
85748,"AZ",1.7603,2.6111601885
85749,"AZ",1.889,16.1647325636
85750,"AZ",2.3615,10.8941165994
85755,"AZ",1.5529,5.0819229698
85757,"AZ",1.8545,1.2184570851
85618,"AZ",0.1853,13.4038485633
85623,"AZ",0.4843,8.0611139676
85631,"AZ",0.397,6.5089375125
85611,"AZ",0.103,8.7356639298
85621,"AZ",2.2971,12.4045681734
85624,"AZ",0.1306,15.3351372932
85637,"AZ",0.1286,7.6127332784
85640,"AZ",0.0721,6.4089805825
85645,"AZ",0.1937,6.5185290131
85646,"AZ",0.1476,13.509857127
85648,"AZ",1.8884,15.2386644838
85324,"AZ",0.255,18.9163010775
85332,"AZ",0.1313,8.3163258494
85362,"AZ",0.0562,15.0826705634
86301,"AZ",2.1655,7.627071522
86303,"AZ",1.6383,16.8433542675
86305,"AZ",1.786,11.7979295839
86313,"AZ",0.0107,5.1682692308
86314,"AZ",3.5418,4.2027245623
86320,"AZ",0.2031,5.6251465481
86321,"AZ",0.2533,14.7390065019
86322,"AZ",1.1295,14.5384907948
86323,"AZ",1.622,5.5357667948
86324,"AZ",0.4259,13.318501107
86325,"AZ",0.4667,8.7738782296
86326,"AZ",2.4871,10.60282907
86327,"AZ",0.957,12.8553721144
86329,"AZ",0.0937,13.036895437
86331,"AZ",0.057,25.5937862644
86332,"AZ",0.1984,13.6556672041
86333,"AZ",0.5713,14.8840501859
86334,"AZ",0.4333,4.9223770838
86335,"AZ",0.5652,11.8486392232
86336,"AZ",1.1146,21.0855105866
86337,"AZ",0.1036,5.7346193601
86338,"AZ",0.0636,11.4406186923
86343,"AZ",0.0111,25.0199398594
86351,"AZ",0.6546,15.0559108638
85333,"AZ",0.0497,2.8975745004
85336,"AZ",0.0714,0.3459876543
85347,"AZ",0.0815,0.8670938972
85349,"AZ",2.834,0.4859813084
85350,"AZ",2.2877,0.3374732589
85352,"AZ",0.0268,2.996866269
85356,"AZ",0.4832,3.8325665636
85364,"AZ",7.298,0.518059572
85365,"AZ",4.9624,6.3926383006
85367,"AZ",2.0559,9.3287501292
72003,"AR",0.0939,0.4341656188
72026,"AR",0.0446,1.1297050037
72038,"AR",0.0031,1.000189353
72042,"AR",0.4939,0.6932232013
72048,"AR",0.0042,0.5716679968
72055,"AR",0.0802,0.4581558724
72073,"AR",0.1045,0.2565772525
72140,"AR",0.038,0.9252378121
72160,"AR",1.0765,0.3364142698
72166,"AR",0.0252,0.715161603
71635,"AR",1.2545,0.6538669732
71642,"AR",0.0595,0.9110305076
71646,"AR",0.6288,0.7705994124
71658,"AR",0.0829,1.011334052
71661,"AR",0.043,0.6906846939
71663,"AR",0.0621,0.3052757397
71676,"AR",0.0586,0.3427288299
72537,"AR",0.0529,7.7254579376
72544,"AR",0.0386,7.3708508479
72617,"AR",0.0164,13.6919658887
72623,"AR",0.091,7.47182
72626,"AR",0.1301,9.4988994864
72635,"AR",0.3266,6.7954441217
72642,"AR",0.1967,7.3910171731
72651,"AR",0.1354,6.3400735294
72653,"AR",2.8294,7.2812071132
72658,"AR",0.2406,12.7638502103
72712,"AR",4.4755,3.4160293394
72714,"AR",1.2481,6.7920954163
72715,"AR",1.521,6.072656954
72718,"AR",0.2144,3.2866290984
72719,"AR",0.9563,1.9122888068
72722,"AR",0.3692,4.6169196476
72732,"AR",0.3991,8.3221423321
72734,"AR",0.7072,2.9737948202
72736,"AR",0.6164,4.0587605212
72739,"AR",0.01,3.6472319093
72745,"AR",1.1552,4.6995072315
72747,"AR",0.0101,3.0838341346
72751,"AR",0.6338,3.4280439481
72756,"AR",3.9762,7.1545610316
72758,"AR",3.7376,3.4114819807
72761,"AR",2.1907,4.2598277817
72768,"AR",0.1104,5.8791834797
72601,"AR",3.0185,8.5463727604
72611,"AR",0.1695,10.1575716134
72630,"AR",0.0189,3.4574105622
72633,"AR",0.1895,7.2816021968
72644,"AR",0.2528,7.8480211436
72662,"AR",0.2981,11.5933841973
72682,"AR",0.0504,8.5269430459
71631,"AR",0.0594,1.3874815822
71647,"AR",0.1884,1.2023161704
71651,"AR",0.0172,0.5747435271
71671,"AR",0.8745,1.545219241
71744,"AR",0.3318,0.8241350072
71745,"AR",0.024,0.7193396226
71766,"AR",0.0639,1.3157397408
72616,"AR",1.0175,8.5746838156
72631,"AR",0.4241,12.7873566962
72632,"AR",0.4542,13.0694238162
72638,"AR",0.6937,8.6599267785
72660,"AR",0.0722,6.5432929842
71638,"AR",0.3696,0.6674857963
71640,"AR",0.3154,0.511036566
71653,"AR",0.5048,0.589297115
71743,"AR",0.4169,1.3013107775
71921,"AR",0.3857,4.5188911133
71923,"AR",1.4978,2.3051559267
71962,"AR",0.0981,3.0289758447
71998,"AR",0.0385,3.078125
71999,"AR",0.0649,3.2613636364
72422,"AR",0.4924,0.472670514
72424,"AR",0.0045,0.1856312292
72430,"AR",0.0413,0.2491630901
72435,"AR",0.0471,0.2190527284
72441,"AR",0.0087,0.248015873
72453,"AR",0.0137,0.2565314609
72454,"AR",0.4942,1.8385405203
72456,"AR",0.0432,0.9214111922
72461,"AR",0.4087,1.2373309974
72464,"AR",0.0054,0.3965517241
72470,"AR",0.021,0.5390278141
72044,"AR",0.0816,11.4142477724
72067,"AR",0.2945,4.2280462649
72130,"AR",0.0493,12.5304928131
72131,"AR",0.4755,4.412485506
72179,"AR",0.0586,4.1558438409
72523,"AR",0.1207,6.5529769344
72530,"AR",0.1884,8.6738353144
72543,"AR",1.2263,6.1743454416
72546,"AR",0.0215,7.8843786635
72581,"AR",0.1057,5.9474043716
71652,"AR",0.0988,1.2722887489
71660,"AR",0.097,1.1806233661
71665,"AR",0.6134,1.5249215425
71740,"AR",0.1377,1.7809170737
71752,"AR",0.0775,2.4223030822
71753,"AR",1.7593,1.9672450399
71770,"AR",0.3144,1.8495457837
71861,"AR",0.1785,0.8014588265
72027,"AR",0.1535,5.7875665336
72030,"AR",0.0688,5.4112410226
72063,"AR",0.1637,4.6569378325
72080,"AR",0.0749,10.9730070214
72107,"AR",0.0379,2.3917236792
72110,"AR",1.1913,3.4545356427
72127,"AR",0.214,2.7836099237
72156,"AR",0.0576,6.3049877171
72157,"AR",0.1261,4.3676699591
72401,"AR",5.5536,1.6493111289
72404,"AR",2.451,0.9674824423
72411,"AR",0.2338,0.1979930244
72414,"AR",0.0461,0.2037945276
72416,"AR",0.6706,0.9327039531
72417,"AR",0.367,0.8275235664
72419,"AR",0.157,0.133337739
72421,"AR",0.0483,0.2789219463
72427,"AR",0.0176,0.3157472271
72437,"AR",0.3215,0.1998418248
72447,"AR",0.2003,0.1416171034
72467,"AR",0.0218,2.5972222222
72921,"AR",1.4471,3.1014070714
72932,"AR",0.2069,8.2356259098
72934,"AR",0.1441,13.2357958284
72935,"AR",0.0485,1.3434466019
72946,"AR",0.3216,14.1056361009
72947,"AR",0.4979,8.4424508427
72948,"AR",0.0369,12.4182384734
72952,"AR",0.3098,8.6903393966
72955,"AR",0.018,8.164315617
72956,"AR",3.287,4.3603217934
72301,"AR",2.5652,0.5318214629
72325,"AR",0.003,0.3903225806
72327,"AR",0.1507,0.4010094377
72331,"AR",0.3566,0.4369224684
72332,"AR",0.0068,0.2720588235
72339,"AR",0.0156,0.5372458704
72364,"AR",1.597,0.5109615851
72376,"AR",0.1532,0.4862899502
72384,"AR",0.0764,0.5799890767
72324,"AR",0.1948,1.180191831
72347,"AR",0.0731,0.2331745765
72373,"AR",0.1361,0.5903945282
72396,"AR",1.338,1.3146774438
71725,"AR",0.0617,1.6625076968
71742,"AR",0.6038,1.6656018085
71763,"AR",0.152,1.7692386368
71630,"AR",0.0573,0.7330152891
71639,"AR",0.6027,0.4556115358
71654,"AR",0.4667,0.4268501747
71662,"AR",0.0166,0.4271407376
71666,"AR",0.0019,0.2746282528
71670,"AR",0.1473,0.4412909095
71674,"AR",0.0658,0.571285087
72379,"AR",0.0037,0.5444361379
71655,"AR",1.5406,1.2213455947
71675,"AR",0.1965,0.7837577266
71677,"AR",0.0206,0.444865811
72032,"AR",3.1963,3.2462404251
72034,"AR",4.7533,3.3154657118
72035,"AR",0.1618,0.9353448276
72039,"AR",0.2492,5.0591675734
72047,"AR",0.0939,2.5615030452
72058,"AR",1.6075,3.7311708307
72061,"AR",0.0138,2.720508982
72106,"AR",0.5637,3.5014542455
72111,"AR",0.1029,3.2367135181
72173,"AR",0.9117,3.4389877417
72181,"AR",0.0022,5.835310219
72821,"AR",0.2076,4.3713457357
72928,"AR",0.0528,2.9070113038
72930,"AR",0.0403,5.7936776425
72933,"AR",0.4843,3.236679353
72949,"AR",0.9452,10.2572022713
72515,"AR",0.0024,5.5982965009
72520,"AR",0.0392,4.5966935198
72531,"AR",0.0663,6.4688241038
72538,"AR",0.0481,5.6976517341
72539,"AR",0.0202,4.6679740791
72554,"AR",0.2969,6.0627966398
72576,"AR",0.4083,4.7717713395
72578,"AR",0.0214,5.2220308913
72583,"AR",0.1826,4.6824582636
71901,"AR",3.027,8.7454883344
71909,"AR",1.5248,7.769530823
71913,"AR",4.3047,8.0669309858
71949,"AR",0.2778,8.306734811
71956,"AR",0.2074,11.424732402
71964,"AR",0.3781,4.0904532692
71968,"AR",0.4553,7.5506053244
72087,"AR",0.2101,5.5859895052
72057,"AR",0.09,1.478964735
72084,"AR",0.17,2.5165003145
72128,"AR",0.0854,0.3721463514
72129,"AR",0.128,1.7318417018
72150,"AR",1.1575,1.560364027
72412,"AR",0.0719,0.8605279213
72425,"AR",0.0311,0.2521418333
72436,"AR",0.0837,2.7559312895
72443,"AR",0.3344,1.5084148502
72450,"AR",3.6413,1.7422704633
71801,"AR",1.7039,1.9987000046
71825,"AR",0.09,2.0317276845
71838,"AR",0.0966,1.5878336519
71847,"AR",0.0572,2.0805869302
71855,"AR",0.0511,1.6002292999
71862,"AR",0.0601,2.6322297781
71929,"AR",0.4442,5.05505394
71933,"AR",0.1591,7.6728127872
71941,"AR",0.2396,2.7191750398
72104,"AR",2.3384,4.3124666888
71833,"AR",0.2131,4.5101262341
71851,"AR",0.2405,1.8245244529
71852,"AR",0.9712,2.7905073893
71859,"AR",0.0492,2.2358849691
71971,"AR",0.0438,6.4237429585
72501,"AR",2.5349,5.9738707538
72522,"AR",0.0546,3.8475
72524,"AR",0.0196,1.5865974047
72526,"AR",0.0175,12.039586743
72527,"AR",0.0656,1.9053509781
72534,"AR",0.1406,6.8551600381
72550,"AR",0.0753,9.0947039666
72553,"AR",0.0072,1.3076923077
72562,"AR",0.2464,1.9345760431
72564,"AR",0.0616,1.8560085509
72568,"AR",0.1385,6.0868621329
72571,"AR",0.0368,6.1626824818
72579,"AR",0.1271,4.6942561488
72512,"AR",0.2434,5.1288812342
72517,"AR",0.056,6.63367736
72519,"AR",0.2982,9.9285993856
72528,"AR",0.0104,6.0970044793
72536,"AR",0.0329,4.5697777778
72540,"AR",0.0281,13.1080146705
72556,"AR",0.266,9.7734924145
72561,"AR",0.087,8.9915646199
72565,"AR",0.0763,4.5066478409
72566,"AR",0.048,6.7489919355
72573,"AR",0.0252,3.7966830467
72584,"AR",0.0817,3.6387078492
72585,"AR",0.0336,6.7938662268
72587,"AR",0.0168,4.4197817632
72005,"AR",0.0155,0.2571820175
72014,"AR",0.0064,0.4034090909
72112,"AR",1.1416,0.4031404987
72169,"AR",0.0179,0.2625049427
72431,"AR",0.0513,0.2640428677
72471,"AR",0.1056,0.2954599872
72473,"AR",0.2436,0.2685874334
71601,"AR",1.7269,0.4600295044
71602,"AR",1.6153,1.4438436568
71603,"AR",3.3058,1.2378841914
71659,"AR",0.0132,0.3380208333
72004,"AR",0.1339,0.3432832242
72079,"AR",0.0819,1.9836105202
72132,"AR",0.3314,2.2096540465
72152,"AR",0.0379,0.4622042397
72168,"AR",0.2074,0.3794036926
72175,"AR",0.0317,0.179439668
72830,"AR",1.533,5.541785324
72832,"AR",0.1072,2.2951073986
72839,"AR",0.0302,18.146952143
72840,"AR",0.2136,3.7780409599
72845,"AR",0.0971,2.3680459372
72846,"AR",0.4207,7.2020632454
72852,"AR",0.0111,17.1393269539
72854,"AR",0.0744,16.9954693673
71826,"AR",0.137,0.6106732508
71827,"AR",0.0662,1.8845553664
71845,"AR",0.2205,1.030930355
71860,"AR",0.3071,1.2032943008
72410,"AR",0.0323,0.3793625241
72415,"AR",0.136,3.6768771231
72433,"AR",0.323,0.3972968663
72434,"AR",0.1997,4.7843950891
72440,"AR",0.0194,2.5558103976
72445,"AR",0.0085,1.1658415842
72457,"AR",0.0117,0.6341463415
72458,"AR",0.0925,2.8397012708
72459,"AR",0.1594,6.6622699179
72466,"AR",0.1655,4.1373869356
72469,"AR",0.1079,2.021380623
72476,"AR",0.7006,0.290740699
72572,"AR",0.0209,2.1147411616
72311,"AR",0.0143,0.3577008929
72320,"AR",0.1398,0.708892088
72341,"AR",0.0185,1.0652334013
72360,"AR",0.625,0.9632962026
72368,"AR",0.1228,0.3376907812
71643,"AR",0.1204,0.3884051098
71644,"AR",0.4319,0.3304467344
71667,"AR",0.811,1.3518805164
71820,"AR",0.0133,1.1122284555
71822,"AR",0.8775,0.8160777038
71836,"AR",0.2957,1.0521997207
71853,"AR",0.0321,0.6799926184
71865,"AR",0.0266,1.3125
71866,"AR",0.0379,1.0960565707
72826,"AR",0.0059,6.1944444444
72835,"AR",0.072,8.1193062663
72851,"AR",0.0666,8.1744841421
72855,"AR",0.5803,8.6507051154
72863,"AR",0.1454,2.6289502361
72865,"AR",0.2171,4.4925089083
72927,"AR",0.8995,7.9142274089
72943,"AR",0.2359,6.3372814725
72951,"AR",0.1167,2.6172255273
72007,"AR",0.6821,2.1002852697
72023,"AR",3.6621,2.7508007803
72024,"AR",0.3638,0.5298747536
72037,"AR",0.0036,0.4178571429
72046,"AR",0.4596,0.325686247
72072,"AR",0.0458,0.2350424897
72083,"AR",0.0209,0.3012846656
72086,"AR",1.0745,0.5173369176
72176,"AR",0.8972,0.9810148429
72721,"AR",0.051,15.592433242
72738,"AR",0.2654,6.3235881271
72740,"AR",0.9127,9.8807404478
72742,"AR",0.0291,14.6762194391
72752,"AR",0.0429,16.2530787011
72760,"AR",0.0259,14.8534438115
72773,"AR",0.1046,10.4857863782
72776,"AR",0.0603,11.9662907957
72619,"AR",0.2057,6.5844616909
72634,"AR",0.4672,12.4485091704
72661,"AR",0.0433,7.6144457306
72668,"AR",0.0619,9.3036083184
72672,"AR",0.0247,10.8197452229
72677,"AR",0.047,5.8550824176
72687,"AR",0.5889,10.2042004439
71834,"AR",0.1673,2.4378172785
71837,"AR",0.5451,1.2627951334
71839,"AR",0.0405,0.3580637735
71854,"AR",3.6008,1.2443530567
72315,"AR",2.3917,0.2961525459
72321,"AR",0.0157,0.2419491525
72329,"AR",0.0136,0.3148666447
72330,"AR",0.0721,0.3239832668
72338,"AR",0.0017,0.6582431246
72350,"AR",0.1276,0.4585019658
72351,"AR",0.0609,0.1639665757
72358,"AR",0.1567,0.4406038898
72370,"AR",0.8395,0.2478356926
72395,"AR",0.1126,0.2794340337
72426,"AR",0.0204,0.3435929648
72428,"AR",0.0051,0.1611328125
72438,"AR",0.2203,0.1684285136
72442,"AR",0.4759,0.2206578682
72021,"AR",0.3934,0.331403168
72029,"AR",0.1701,0.2282097771
72069,"AR",0.2042,0.3028501959
72108,"AR",0.003,0.2149234694
72134,"AR",0.0375,0.9570904084
71935,"AR",0.0678,13.5065555859
71957,"AR",0.3098,6.3023140496
71960,"AR",0.1437,9.7519735244
71961,"AR",0.1159,8.6940938722
71965,"AR",0.021,7.3453686299
71969,"AR",0.0296,5.8149910971
71970,"AR",0.0957,5.7136950832
71722,"AR",0.008,4.0923577131
71835,"AR",0.1237,1.6509028012
71857,"AR",0.5869,1.6579708537
71858,"AR",0.1853,2.7071913444
72624,"AR",0.0373,16.1090990276
72628,"AR",0.0782,17.2782711308
72640,"AR",0.0288,12.7440343782
72641,"AR",0.249,17.2676696877
72648,"AR",0.0711,13.2045728039
72655,"AR",0.0476,15.8274878525
72666,"AR",0.0217,17.6621885225
72670,"AR",0.0091,18.7197152834
72683,"AR",0.0295,13.7738458188
72685,"AR",0.1536,11.0532027063
72856,"AR",0.0566,15.8752747636
71701,"AR",1.9586,1.599282017
71711,"AR",0.0015,0.5615
71720,"AR",0.2623,1.3078378462
71726,"AR",0.1261,3.3372509303
71751,"AR",0.1052,1.8721385276
71764,"AR",0.1845,2.6450052102
72001,"AR",0.0418,5.6702690583
72016,"AR",0.2933,5.5811721316
72025,"AR",0.0817,7.215153279
72070,"AR",0.1997,5.4206311002
72125,"AR",0.0894,2.3905578301
72126,"AR",0.3625,8.3946100106
72328,"AR",0.0048,0.733250021
72333,"AR",0.086,0.473632541
72342,"AR",0.5267,0.9278134255
72353,"AR",0.0111,0.3594523941
72355,"AR",0.2546,0.670431528
72366,"AR",0.2052,0.4299717248
72367,"AR",0.0124,0.6731933099
72374,"AR",0.0828,0.764766034
72383,"AR",0.0035,0.4443950178
72389,"AR",0.0302,0.2918519117
72390,"AR",0.8657,2.4095126175
71922,"AR",0.0152,1.3861702128
71940,"AR",0.1568,2.9286003495
71943,"AR",0.4987,7.974812937
71950,"AR",0.0931,5.5860148515
71952,"AR",0.0295,7.3916333275
71958,"AR",0.2428,4.5753722985
71959,"AR",0.0664,3.9711538462
72354,"AR",0.253,0.3024222542
72365,"AR",0.296,0.482440007
72377,"AR",0.0017,0.4732620321
72386,"AR",0.1591,0.4310933282
72429,"AR",0.0365,0.143421208
72432,"AR",0.6327,1.4761196044
72472,"AR",0.951,0.2415826098
72479,"AR",0.1728,0.1840716214
71937,"AR",0.1848,4.7942629925
71944,"AR",0.0774,5.7529580981
71945,"AR",0.1626,7.3809288538
71953,"AR",1.4517,10.5201652098
71972,"AR",0.0298,5.8919920038
71973,"AR",0.1472,6.9729023524
72679,"AR",0.0042,13.4163461538
72801,"AR",1.9467,2.3935810811
72802,"AR",2.1275,5.5561946832
72823,"AR",0.6459,2.6929114373
72837,"AR",0.7558,11.5946368481
72843,"AR",0.2518,13.2393050706
72847,"AR",0.2457,5.5184244255
72858,"AR",0.3368,3.6788988823
72017,"AR",0.0818,0.5611347487
72040,"AR",0.2945,0.5886428354
72041,"AR",0.1374,0.8105427975
72064,"AR",0.2458,0.5971760181
72170,"AR",0.0187,0.4270220588
72076,"AR",3.9283,2.2136852983
72099,"AR",0.0556,1.8846153846
72113,"AR",2.2098,3.2380445463
72114,"AR",1.3864,1.6581786252
72116,"AR",2.1638,4.471006016
72117,"AR",1.2874,0.601334633
72118,"AR",2.3272,4.4162835393
72119,"AR",0.006,2.37109375
72120,"AR",3.0921,3.4887916214
72135,"AR",0.2595,6.1966484822
72142,"AR",0.2857,0.3686718008
72201,"AR",0.0954,3.2561837456
72202,"AR",1.1208,2.6433857013
72204,"AR",3.048,3.4120641664
72205,"AR",2.3038,5.2114323068
72206,"AR",2.4965,1.737059082
72207,"AR",1.0544,8.0721374046
72209,"AR",3.1624,1.5914916826
72210,"AR",1.4479,4.3927145037
72211,"AR",2.174,5.2284848485
