"year","carrier","state","xi"
2014,"Verizon","PA",0.370243072920729
2014,"Verizon","RI",0.437511327186633
2014,"Verizon","SC",0.296484579856404
2014,"Verizon","SD",-0.0318924621574201
2014,"Verizon","TN",0.173667277488148
2014,"Verizon","TX",0.702014868788545
2014,"Verizon","UT",0.497305267877988
2014,"Verizon","VA",0.67513049586258
2014,"Verizon","VT",0.13272591140328
2014,"Verizon","WA",0.555891275264943
2014,"Verizon","WI",0.216494512017456
2014,"Verizon","WV",-0.152090331635153
2014,"Verizon","MT",-0.0709996330381522
2014,"Verizon","ND",0.0507614420086518
2014,"Verizon","WY",0.100618474152094
2015,"ATT","AL",-0.224106670693274
2015,"ATT","AR",-0.352753019270632
2015,"ATT","AZ",-0.0317814923800544
2015,"ATT","CA",0.550230521410608
2015,"ATT","CO",0.150860402154873
2015,"ATT","CT",0.383458234860192
2015,"ATT","DC",0.924655838076632
2015,"ATT","DE",0.10691045014567
2015,"ATT","FL",-0.0310901153599183
2015,"ATT","GA",0.129007889225297
2015,"ATT","IA",-0.240283451964693
2015,"ATT","ID",-0.304685275771824
2015,"ATT","IL",0.122641727853198
2015,"ATT","IN",-0.240362829789981
2015,"ATT","KS",-0.211903433542212
2015,"ATT","KY",-0.455991806588856
2015,"ATT","LA",-0.165393065335642
2015,"ATT","MA",0.230783496581105
2015,"ATT","MD",0.627916296763853
2015,"ATT","ME",-0.53967661999229
2015,"ATT","MI",-0.162192921494297
2015,"ATT","MN",0.0234454472529064
2015,"ATT","MO",-0.175210690843248
2015,"ATT","MS",-0.236534070584213
2015,"ATT","NC",-0.0513407247369172
2015,"ATT","NE",-0.191552644523858
2015,"ATT","NH",0.0496699783721737
2015,"ATT","NJ",0.435493602731317
2015,"ATT","NM",-0.0521765861797418
2015,"ATT","NV",0.0495210519713488
2015,"ATT","NY",0.227738565452193
2015,"ATT","OH",-0.211150400470002
2015,"ATT","OK",-0.330202221379832
2015,"ATT","OR",-0.117202760715983
2015,"ATT","PA",-0.0426489270792714
2015,"ATT","RI",0.0246193271866328
2015,"ATT","SC",-0.116407420143596
2015,"ATT","SD",-0.44478446215742
2015,"ATT","TN",-0.239224722511852
2015,"ATT","TX",0.289122868788545
2015,"ATT","UT",0.0844132678779877
2015,"ATT","VA",0.26223849586258
2015,"ATT","VT",-0.28016608859672
2015,"ATT","WA",0.142999275264943
2015,"ATT","WI",-0.196397487982544
2015,"ATT","WV",-0.564982331635153
2015,"ATT","MT",-0.483891633038152
2015,"ATT","ND",-0.362130557991348
2015,"ATT","WY",-0.312273525847906
2015,"Verizon","AL",0.0826453293067256
2015,"Verizon","AR",-0.0460010192706324
2015,"Verizon","AZ",0.274970507619946
2015,"Verizon","CA",0.856982521410608
2015,"Verizon","CO",0.457612402154873
2015,"Verizon","CT",0.690210234860193
2015,"Verizon","DC",1.23140783807663
2015,"Verizon","DE",0.41366245014567
2015,"Verizon","FL",0.275661884640082
2015,"Verizon","GA",0.435759889225297
2015,"Verizon","IA",0.0664685480353073
2015,"Verizon","ID",0.00206672422817555
2015,"Verizon","IL",0.429393727853198
2015,"Verizon","IN",0.0663891702100193
2015,"Verizon","KS",0.0948485664577881
2015,"Verizon","KY",-0.149239806588856
2015,"Verizon","LA",0.141358934664358
2015,"Verizon","MA",0.537535496581105
2015,"Verizon","MD",0.934668296763853
2015,"Verizon","ME",-0.23292461999229
2015,"Verizon","MI",0.144559078505703
2015,"Verizon","MN",0.330197447252906
2015,"Verizon","MO",0.131541309156752
2015,"Verizon","MS",0.0702179294157874
2015,"Verizon","NC",0.255411275263083
2015,"Verizon","NE",0.115199355476142
2015,"Verizon","NH",0.356421978372174
2015,"Verizon","NJ",0.742245602731317
2015,"Verizon","NM",0.254575413820258
2015,"Verizon","NV",0.356273051971349
2015,"Verizon","NY",0.534490565452194
2015,"Verizon","OH",0.095601599529998
2015,"Verizon","OK",-0.0234502213798322
2015,"Verizon","OR",0.189549239284017
2015,"Verizon","PA",0.264103072920729
2015,"Verizon","RI",0.331371327186633
2015,"Verizon","SC",0.190344579856404
2015,"Verizon","SD",-0.13803246215742
2015,"Verizon","TN",0.0675272774881479
2015,"Verizon","TX",0.595874868788545
2015,"Verizon","UT",0.391165267877988
2015,"Verizon","VA",0.56899049586258
2015,"Verizon","VT",0.0265859114032804
2015,"Verizon","WA",0.449751275264943
2015,"Verizon","WI",0.110354512017456
